Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?
School of Computing,Concordia University,SOEN357,User Interface Design,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,Concordia University,SOEN363,Data Systems for Software Engineers,3,-1,-1,-1,IS3107,Data Engineering,4,-1,-1,-1,-1
School of Computing,Concordia University,SOEN384,Management Measurement and Quality Control,3,-1,-1,-1,IS4262,Digital Product Management,4,-1,-1,-1,-1
School of Computing,Concordia University,SOEN387,Web-Based Enterprise Application Design,3,-1,-1,-1,IS3106,Enterprise Systems Interface D,4,-1,-1,-1,-1
School of Computing,Cornell Univ Coll of Agriculture & Life Sciences,INFO1200,Information Ethics Law and Policy,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,N
School of Computing,Cornell Univ Coll of Agriculture & Life Sciences,INFO4301,Ethics in New Media Technology and Communication,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,N
School of Computing,Cornell Univ Coll of Human Ecology,CS2110,Object-Oriented Programming and Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,Dalhousie University,BUSI5511,Management Information Systems,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Dalhousie University,BUSI6240,Analyzing Financial Statements,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI1315,Discrete Math for CS,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI2110,DATA STRUCTURES AND ALGORITHMS,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,Dalhousie University,CSCI2112,Discrete Structures 1,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,Dalhousie University,CSCI2115,Theory of Computer Science,3,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI2132,Software Development,3,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,N
School of Computing,Dalhousie University,CSCI2141,Introduction to database systems,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI3110,Design and Analysis of Algorithms I,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,Dalhousie University,CSCI3136,Principles of Programming Languages,3,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI3162,Digital Media,3,-1,-1,-1,CS2108,Introduction to Media Computin,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI4116,Cryptography,3,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI4117,Advanced Data Structures,3,-1,-1,-1,CS5234,Algorithms at Scale,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI4145,Cloud Computing,3,-1,-1,-1,CS5224,Cloud Computing,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI4155,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI4174,Network Security,3,-1,-1,-1,CS5321,Network Security,4,-1,-1,-1,-1
School of Computing,Dalhousie University,CSCI6515,Machine Learning for Big Data,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,Dalhousie University,INFO6681,Geospatial Information Management,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,Dalhousie University,MGMT1301,Interdisciplinary Management I,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Dalhousie University,MGMT3309,Management Skills Development,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Dalhousie University,MGMT6511,Management Information Systems,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4035,Cyber Data Analytics,5,-1,-1,-1,BT4012,Fraud Analytics,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4065,Multimedia Search and Recommendation,5,-1,-1,-1,BT4212,Search Engine Optimization & A,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4195,Modeling and Data Analysis in Complex Networks,5,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4220,Machine Learning 1,5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4230,Machine Learning 2,5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4230,Machine Learning 2,5,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CS4240,Deep Learning,5,-1,-1,-1,CS5242,Neural Networks &Deep Learning,4,-1,-1,-1,N
School of Computing,Delft University of Technology,CS4275,Web Programming Languages,5,-1,-1,-1,CS3226,Web Programming and Applicatio,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE1305,Algorithms and Data Structures,5,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE1400,Computer Organisation,5,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE1405,Computer Networks,5,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE1505,Information and Data Management,5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,N
School of Computing,Delft University of Technology,CSE1505,Information and Data Management,5,-1,-1,-1,BT2102,Data Management and Visualisat,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE2115,Software Engineering Methods,5,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE2315,Automata Computability and Complexity,5,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,N
School of Computing,Delft University of Technology,CSE2510,Machine Learning,5,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE2520,Big Data Processing,5,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,CSE3500,Human Computer Interaction,5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,ET4397IN,Network Security,5,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,Delft University of Technology,GEO1006,Geo Database Management Systems,5,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,IN4252,Web Science & Engineering,5,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,IN4254,Smart Phone Sensing,5,-1,-1,-1,CS3218,Multimodal Processing in Mobil,4,-1,-1,-1,N
School of Computing,Delft University of Technology,IN4254,Smart Phone Sensing,5,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,IN4315,Software Architecture,7.5,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,N
School of Computing,Delft University of Technology,IN4325,Information Retrieval,5,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,IN4331,Web-scale Data Management,5,-1,-1,-1,IS3107,Data Engineering,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,SEN1641,Digital Platform Design,5,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,SPM5441,Cyber Risk Management,5,-1,-1,-1,IS4231,Information Security Mgmt,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,SPM9640,ICT MANAGEMENT,4,-1,-1,-1,IS4204,IT Governance,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TB241IA,I and C-System Analysis,4,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TBM009A,Technology Innovation and Ethics for Companies,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TI1520AM,Algorithms and Data Structures,6,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TI2316,Automata Languages and Computability,5,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,N
School of Computing,Delft University of Technology,TI2506,Information and Data Modelling,5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,N
School of Computing,Delft University of Technology,TPM411A,Idea to Start-up IT and AI,5,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TPM414A,Idea to Start-up - Deep Tech,5,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,TW2020,Optimization,5,-1,-1,-1,CS4234,Optimisation Algorithms,4,-1,-1,-1,N
School of Computing,Delft University of Technology,TW3740TU,Parallel Computing,5,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,N
School of Computing,Delft University of Technology,WI3421TU,Risk Management,5,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,WI4050,Uncertainty and Sensitivity Analysis,6,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,WI4505,Quantitative Risk Management,6,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,Delft University of Technology,WM0516TU,Turning Technology into Business,6,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,-1
School of Computing,Duke University,COMPSCI101L,Introduction to Computer Science,1,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,N
School of Computing,Ecole Polytechnique Federale de Lausanne,COM301,Computer security,4,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,COM402,Information security and privacy,6,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,COM404,Information theory and coding,4,-1,-1,-1,CS3236,Introduction to Information Th,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS213,Human computer interaction,5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS233,Introduction to machine learning,4,-1,-1,-1,IS4242,Intelligent Systems and Techni,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS251,Theory of computation,4,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS301,Computer security,6,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,Ecole Polytechnique Federale de Lausanne,CS320,Computer language processing,6,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS405,Mobile networks,4,-1,-1,-1,CS4222,Wireless Networking,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS412,Software Security,4,-1,-1,-1,CS4239,Software Security,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS421,Machine learning for behavioral data,5,-1,-1,-1,IS4242,Intelligent Systems and Techni,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS422,Database systems,6,-1,-1,-1,CS3223,Database Systems Implementatio,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS423,Distributed information systems,4,-1,-1,-1,CS3245,Information Retrieval,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS442,Computer Vision,4,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS448,Sublinear algorithms for big data analysis,4,-1,-1,-1,CS5234,Algorithms at Scale,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS450,Advanced algorithms,6,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,Ecole Polytechnique Federale de Lausanne,CS451,Distributed algorithms,5,-1,-1,-1,CS4231,Parallel & Distr Algorithms,4,-1,-1,-1,N
School of Computing,Ecole Polytechnique Federale de Lausanne,CS453,Concurrent algorithms,5,-1,-1,-1,CS3211,Parallel & Concurrent Programg,4,-1,-1,-1,-1
School of Computing,Ecole Polytechnique Federale de Lausanne,CS476,Real-time embedded systems,4,-1,-1,-1,CS5272,Embedded Software Design,4,-1,-1,-1,-1
